183;xml-id;auswahl;sender-1;sender-2;recipient-1;recipient-2;sender-placeName;recipient-placeName;date-cert;date-when;date-from;date-to;date-notBefore;date-notAfter;incipit;Handschrift- oder Abschriftennachweis;Umfang;Drucknachweis
n;;UN;Ferdinand Gregorovius;;Ludwig Friedländer;;München;Königsberg;high;1887-10-02;;;;;;H: Hessisches Staatsarchiv Marburg, Bestand 340, Depositum Dehio, Teil A: Nachlaß Ludwig Friedländer, A 47;1 Dbl., 8°, 4 S.;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 155–156
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;München;Stuttgart;high;1887-10-06;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 447;1 Dbl., 8°, 1 S.;
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;München;high;1887-10-07;;;;;;h: DLA Marbach, Cotta-Archiv, Autorencopirbuch V, 424;;
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1887-10-08;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 321;1 Dbl., 8°, 3 S.;
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;München;Stuttgart;high;1887-10-12;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 448;PK, 1 S.;
n;ed_x45_rxn_t5b;ED;Ferdinand Gregorovius;;Unbekannt (Schriftsteller);;München;Stuttgart;high;1887-10-13;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 74.134;1 Dbl., 8°, 4 S.;
n;;UN;Hermann von Thile;;Ferdinand Gregorovius;;Berlin;München;high;1887-10-17;;;;;;;;Johannes Hönig: Staatsmann und Geschichtsschreiber. Altersbriefe des Staatssekretärs Hermann von Thile an Ferdinand Gregorovius. In: Die Kultur. Wissenschaftliche Beilage der Schlesischen Volkszeitung. Jg. 4. Nr. 7. Breslau (Juli) 1928. S. 157–159
n;ed_o2f_gvt_t5b;ED;Ferdinand Gregorovius;;Franz Rühl;;München;Königsberg;high;1887-10-23;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Franz Rühl, S 2606, 69;1 Dbl., 8°, 4 S;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 505–507
n;;UN;Ferdinand Gregorovius;;Margarete Faltin;;München;Aue;high;1887-10-24;;;;;;FH: GhStA Berlin, VI. HA, NL Waldemar Kampf, Karton 88, Mappe 6;PK, 1 S.;D1: Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 507 – D2: Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 156
n;ed_jsf_cqn_fvb;ED;Ferdinand Gregorovius;;Raffaele Mariano;;München;Neapel;high;1887-10-30;;;;;;H: Florenz, Privatarchiv Anrep;1 Bl., 8°, 2 S.;
n;;UN;Ferdinand Gregorovius;;Gertrud Gräfin von Werthern-Beichlingen;;München;München;high;1887-10-30;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Werthern, Gertrud von, 16;;BK, 1 ¼ S.
n;ed_brf_qgc_55b;ED;Ferdinand Gregorovius;;Hermann von Thile;;München;Berlin;high;1887-10-30;;;;;;H: GSA Weimar, 96/937, 100;2 Dbl., 8°, 6 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 196–198 (gekürzt)
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1887-11-04;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 322;1 Dbl., 8°, 2 S.;
n;;UN;Ferdinand Gregorovius;;Wilhelm Heyd;;München;Stuttgart;high;1887-11-06;;;;;;H: Württembergische Landesbibliothek Stuttgart, Cod. hist. 4° 391, Kaps. I, 231;1 Dbl., 8°, 3 S.;
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1887-11-07;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 323;1 Dbl., 8°, 2 ¼ S.;
n;;UN;Ferdinand Gregorovius;;Ludwig Friedländer;;München;Königsberg;high;1887-11-07;;;;;;;;Ferdinand Gregorovius: Der Umbaus Rom’s. In: Ders.: Kleine Schriften zur Geschichte und Cultur. Bd. 2. Leipzig 1888. S. 283–285
n;;UN;Ferdinand Gregorovius;;Friedrich Bienemann;;München;Leipzig;high;1887-11-13;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 324;1 Dbl., 8°, 2 ¾ S.;
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1887-11-13;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 325;1 Dbl., 8°, 2 S.;
n;;UN;Ferdinand Gregorovius;;Contessa Ersilia Caetani Lovatelli;;München;Rom;high;1887-11-20;;;;;;;;Ferdinand Gregorovius und seine Briefe an Gräfin Ersilia Caetani Lovatelli. Hrsg. von Sigmund Münz. Berlin 1896. S. 166–167 (gekürzt)
;ed_skg_xzt_fvb;ED;Ferdinand Gregorovius;;Emanuele Bollati di Saint-Pierre;;München;Turin;high;1887-11-20;;;;;;H: BSB München, Autogr., Gregorovius, Ferdinand, 45;1 Dbl., 8°, 2 ¼ S.;
n;;UN;Ferdinand Gregorovius;;Mathilde von Humboldt;;München;Rom;high;1887-11-26;;;;;;H: Biblioteka Jagiellońska Krakau;1 Dbl., 8°, 4 S.;
;ed_hz5_2bv_fvb;ED;Ferdinand Gregorovius;;Emanuele Bollati di Saint-Pierre;;München;Turin;high;1887-11-27;;;;;;H: BSB München, Autogr., Gregorovius, Ferdinand, 46;1 Dbl., 8°, 3 S.;
;ed_o5s_sbd_55b;ED;Ferdinand Gregorovius;;Anton Graf von Wolkenstein-Trostburg;;München;St. Petersburg;high;1887-11-28;;;;;;H: Basel, Erbengemeinschaft Wilhelm;1 Dbl., 8°, 4 S.;
;;UN;Ferdinand Gregorovius;;Leopoldo Serra;;Rom;Bologna;low;;;;1889-10-25;1890-03-23;con mille auguri di felicità;H: Galileum Autografi (Stand April 2022);VK, 1 Zeile;
;;UN;Ferdinand Gregorovius;;Emanuele Bollati di Saint-Pierre;;München;Turin;high;1887-12-04;;;;;;H: BSB München, Autogr., Gregorovius, Ferdinand, 47;1 Dbl., 8°, 2 S.;
n;ed_jz1_czt_v5b;ED;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1887-12-04;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 326;1 Dbl., 8°, 2 ¼ S.;
n;;UN;Ferdinand Gregorovius;;Gertrud Gräfin von Werthern-Beichlingen;;München;München;high;1887-12-06;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Werthern, Gertrud von, 18;BK, 1 ¼ S.;
n;;UN;Hermann von Thile;;Ferdinand Gregorovius;;Berlin;München;high;1887-12-06;;;;;;;;Johannes Hönig: Staatsmann und Geschichtsschreiber. Altersbriefe des Staatssekretärs Hermann von Thile an Ferdinand Gregorovius. In: Die Kultur. Wissenschaftliche Beilage der Schlesischen Volkszeitung. Jg. 4. Nr. 7. Breslau (Juli) 1928. S. 159–162
n;;UN;Ferdinand Gregorovius;;F. A. Brockhaus Verlag;;München;Leipzig;high;1887-12-08;;;;;[Honorarquittung];H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 327;1 Dbl., 8°, ½ S.;
n;;UN;Ferdinand Gregorovius;;Ludwig Friedländer;;München;Königsberg;high;1887-12-08;;;;;;H: Hessisches Staatsarchiv Marburg, Bestand 340, Depositum Dehio, Teil A: Nachlaß Ludwig Friedländer, A 47;1 Dbl., 8°, 4 S.;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 156–157
n;ed_zs2_zt5_v5b;ED;Ferdinand Gregorovius;;Hermann von Thile;;München;München;high;1887-12-08;;;;;;H: GSA Weimar, 96/937, 101;2 Dbl., 8°, 6 S. ;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 198–201 (stark gekürzt)
n;;UN;Hermann von Thile;;Ferdinand Gregorovius;;Berlin;München;high;1887-12-14;;;;;;;;Johannes Hönig: Staatsmann und Geschichtsschreiber. Altersbriefe des Staatssekretärs Hermann von Thile an Ferdinand Gregorovius. In: Die Kultur. Wissenschaftliche Beilage der Schlesischen Volkszeitung. Jg. 4. Nr. 7. Breslau (Juli) 1928. S. 162–163
;;UN;Ferdinand Gregorovius;;Maximilian Schmidt genannt Waldschmidt;;München;München;high;1887-12-17;;;;;dankt Herrn Hofrat Maximilian Schmidt ergebenst für die freundliche Einladung. (Sonnabend);H: Monacensia im Hildebrandhaus, NL M. Schmidt (Waldschmidt), MS B 133;VK, ½ S. + Umschlag (datiert nach dem Poststempel und der Wochentagsangabe);
n;;UN;Ferdinand Gregorovius;;Raffaele Mariano;;München;Neapel;high;1887-12-20;;;;;;H: Florenz, Privatarchiv Anrep;PK, 1 S.;
n;ed_yww_txk_x5b;ED;Ferdinand Gregorovius;;Mathilde von Humboldt;;München;Rom;high;1887-12-22;;;;;;H: Biblioteka Jagiellońska Krakau;1 Dbl., 8°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Charlotte Klumpp;;München;Meran;high;1887-12-24;;;;;;H: DLA Marbach, Handschriftenabteilung, B: Gregorovius, Ferdinand, 12.104.1;1 Dbl., 8°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Elisabeth Seeburg;;München;Leipzig;high;1887-12-29;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Seeburg, Elisabeth, 15;BK, 2 S.;
n;ed_nzq_cgv_fvb;ED;Ferdinand Gregorovius;;Michele Amari;;München;Pisa;high;1887-12-29;;;;;;H: Palermo, Biblioteca Centrale della Regione siciliana, Carteggio Amari, 3906;BK, 2 S.;
;ed_pjj_r1w_fvb;ED;Ferdinand Gregorovius;;Raffaele Mariano;;München;Neapel;high;1887-12-29;;;;;;H: Florenz, Privatarchiv Anrep;PK, 1 S.;
n;;UN;Viktoria Prinzessin von Preußen;;Ferdinand Gregorovius;;San Remo;München;high;;;;;1888-03-10;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Preußen, Viktoria;Telegramm;
;;UN;Ferdinand Gregorovius;;Giovanni Battista De Rossi;;Rom;Rom;low;;;;1888-04-05;1888-05-20;per ringraziare vivamente sperando di poter riverirla presto;H: Rom, Biblioteca Apostolica Vaticana, Vat. Lat. 14281, Carteggio Giovanni Battista De Rossi 1888, fol. 383, Nr. 952;VK;
;;UN;Ferdinand Gregorovius;;Hermann von Thile;;München;Berlin;low;1888-01-01;;;;;Ein friedliches, freudiges und glückliches Jahr 1888 wünscht von ganzer Seele;H: GSA Weimar, 96/937, 102;BK;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 202
n;;UN;Ferdinand Gregorovius;;Robert Davidsohn;;München;Heidelberg;high;1888-01-02;;;;;;;;Johannes Hönig: Der Geschichtschreiber der Stadt Rom an den Geschichtschreiber von Florenz. Briefe von Ferdinand Gregorovius an Robert Davidsohn. In: Deutsche Rundschau. Bd. 196. Berlin 1923. S. 155–156
;;UN;Ferdinand Gregorovius;;Leopoldo Serra;;München;Bologna;low;1888-01-02;;;;;;H: Galileum Autografi (Stand April 2022);VK (ohne Text) + Umschlag (mit Poststempel);
n;;UN;Marie Fürstin von Hatzfeldt-Trachenberg;;Ferdinand Gregorovius;;Venedig;München;high;1888-01-06;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Hatzfeldt;BK, 2 S.;
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;München;high;1888-01-09;;;;;;h: DLA Marbach, Cotta-Archiv, Autorencopirbuch V, 483–484;;
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;München;Stuttgart;high;1888-01-12;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 449;1 Dbl., 8°, 2 ¾ S.;
n;;UN;Ferdinand Gregorovius;;Raffaele Mariano;;München;Neapel;high;1888-01-15;;;;;;H: Florenz, Privatarchiv Anrep;PK, 1 S.;
n;;UN;Ferdinand Gregorovius;;Franz Rühl;;München;Königsberg;high;1888-01-21;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Franz Rühl, S 2606, 70 + 72d;1 Dbl., 8°, 4 S. + Umschlag;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 508–509
n;;UN;Ferdinand Gregorovius;;Hermann von Thile;;München;Berlin;high;1888-01-21;;;;;;H: GSA Weimar, 96/937, 103;1 Dbl., 8°, 4 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 202–204
n;;UN;Ferdinand Gregorovius;;Charlotte Boretius;;München;Berlin;high;1888-01-22;;;;;;;;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Mit Briefen an Cotta, Franz Rühl und andere. Stuttgart, Berlin 1921. S. 509–510 (gekürzt)
n;;UN;Ferdinand Gregorovius;;Mathilde von Humboldt;;München;Rom;high;1888-01-24;;;;;;H: Biblioteka Jagiellońska Krakau;PK, 1 S.;
n;;UN;Ferdinand Gregorovius;;Michele Amari;;München;Pisa;high;1888-01-27;;;;;;H: Palermo, Biblioteca Centrale della Regione siciliana, Carteggio Amari, 3911;PK, 2 S. ;
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;München;Stuttgart;high;1888-01-29;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 450;1 Dbl., 4°, 4 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 510–511
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;München;high;1888-01-31;;;;;;h: DLA Marbach, Cotta-Archiv, Autorencopirbuch V, 500–501;;
n;ed_k3s_dl1_rvb;ED;Ferdinand Gregorovius;;Michele Amari;;München;Pisa;high;1888-02-01;;;;;;H: Palermo, Biblioteca Centrale della Regione siciliana, Carteggio Amari, 3907;1 Dbl., 8°, 2 S.;
;;UN;Domenico Tordi;;Ferdinand Gregorovius;;Florenz;München;high;1888-02-01;;;;;;K: Biblioteca Nazionale Centrale di Firenze, Fondo Tordi, Appendice 3, Inserto 7;1 Dbl., 1 Bl., 8°, 5 ½ S. – datiert nach dem Briefkonzept;Alan Bullock: Il fondo Tordi della Biblioteca nazionale di Firenze. Catalogo delle appendici. Florenz 1991. S. 73–75
n;;UN;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;München;Stuttgart;high;1888-02-03;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 451;1 Bl., 8°, 1 S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 511
n;;UN;Ferdinand Gregorovius;;Ludwig Friedländer;;München;Königsberg;high;1888-02-05;;;;;;H: Hessisches Staatsarchiv Marburg, Bestand 340, Depositum Dehio, Teil A: Nachlaß Ludwig Friedländer, A 47 ;1 Dbl., 8°, 4 S.;Ferdinand Gregorovius: Briefe nach Königsberg. Hrsg. von Dominik Fugger und Nina Schlüter. München 2013. S. 158–159
n;;UN;Hermann von Thile;;Ferdinand Gregorovius;;Berlin;München;high;1888-02-06;;;;;;;;Johannes Hönig: Staatsmann und Geschichtsschreiber. Altersbriefe des Staatssekretärs Hermann von Thile an Ferdinand Gregorovius. In: Die Kultur. Wissenschaftliche Beilage der Schlesischen Volkszeitung. Jg. 4. Nr. 8. Breslau (August) 1928. S. 186–188
n;;UN;Ferdinand Gregorovius;;Carl Freiherr Cotta von Cottendorf;;München;Stuttgart;high;1888-02-08;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 452;1 Dbl., 8°, 3 ¾ S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 511–512
n;;UN;Ferdinand Gregorovius;;Michele Amari;;München;Pisa;high;1888-02-09;;;;;;H: Palermo, Biblioteca Centrale della Regione siciliana, Carteggio Amari, 3908;PK, 1 S.;
n;;UN;Ferdinand Gregorovius;;Michele Amari;;München;Pisa;high;1888-02-10;;;;;;H: Palermo, Biblioteca Centrale della Regione siciliana, Carteggio Amari, 3909;PK, 1 S.;
;ed_jc1_gt1_rvb;ED;Ferdinand Gregorovius;;Cesare Foucard;;München;Fiesole;high;1888-02-12;;;;;;H: Biblioteca Nazionale Centrale di Firenze, Fondo Foucard;1 Dbl., 8°, 4 S.;
;ed_lys_kxn_mxb;ED;Ferdinand Gregorovius;;Domenico Tordi;;München;Florenz;high;1888-02-12;;;;;;;;D1: Domenico Tordi: Sulla Tomba di Vittoria Colonna. In: Carteggio di Vittoria Colonna Marchesa di Pescara. Raccolto e pubblicato da Ermanno Ferrero e Giuseppe Müller. Turin [u. a.] 1889. S. 350, FN 1 (gekürzt) [auch als Separatdruck: hier S. 8, FN 1] – D2: Domenico Tordi: Sulla Tomba di Vittoria Colonna. In: Vittoria Colonna Marchesa di Pescara. Carteggio raccolto e pubblicato da Ermanno Ferrero e Giuseppe Müller. Seconda edizione con Supplemento raccolto ed annotato da Domenico Tordi. Turin [u.a.] 1892. S. 350, FN 1
n;ed_xb2_pcd_nvb;ED;Ferdinand Gregorovius;;Hermann von Thile;;München;Berlin;high;1888-02-19;;;;;;H: GSA Weimar, 96/937, 104;1 Dbl., 8°, 4 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 204–205 (gekürzt)
n;;UN;Ferdinand Gregorovius;;Contessa Ersilia Caetani Lovatelli;;München;Rom;high;1888-03-04;;;;;;;;Ferdinand Gregorovius und seine Briefe an Gräfin Ersilia Caetani Lovatelli. Hrsg. von Sigmund Münz. Berlin 1896. S. 168–169
;;UN;Ferdinand Gregorovius;;Carlo Malagola;;München;Bologna;high;1888-03-04;;;;;;H: Istituzione Biblioteca Classense del Comune di Ravenna, Carte Malagola;VK, 1 S.;
n;;UN;Ferdinand Gregorovius;;Franz Rühl;;München;Leipzig;high;1888-03-06;;;;;;H: Universitäts- und Landesbibliothek Bonn, NL Franz Rühl, S 2606, 71;1 Bl., 8°, 1 ¾ S.;Johannes Hönig: Ferdinand Gregorovius der Geschichtschreiber der Stadt Rom. Stuttgart, Berlin 1921. S. 512
n;;UN;Ferdinand Gregorovius;;Robert Davidsohn;;München;Heidelberg;high;1888-03-09;;;;;;;;Johannes Hönig: Der Geschichtschreiber der Stadt Rom an den Geschichtschreiber von Florenz. Briefe von Ferdinand Gregorovius an Robert Davidsohn. In: Deutsche Rundschau. Bd. 196. Berlin 1923. S. 156
;ed_uk5_dcb_rvb;ED;Ferdinand Gregorovius;;Vincenzo Bindi;;München;Capua;high;1888-03-11;;;;;;H: Città di Giulianova, Biblioteca Civica „Vincenzo Bindi“, Fondo Bindiano, XXIII, 138;1 Dbl., 8°, 3 S.;
n;;UN;Ferdinand Gregorovius;;Hermann von Thile;;München;Berlin;high;1888-03-15;;;;;;H: GSA Weimar, 96/937, 105;1 Dbl., 8°, 3 ½ S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 205–206 (gekürzt)
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1888-03-18;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 328;1 Dbl., 8°, 2 ¾ S.;
n;;UN;Hermann von Thile;;Ferdinand Gregorovius;;Berlin;München;high;1888-03-18;;;;;;;;Johannes Hönig: Staatsmann und Geschichtsschreiber. Altersbriefe des Staatssekretärs Hermann von Thile an Ferdinand Gregorovius. In: Die Kultur. Wissenschaftliche Beilage der Schlesischen Volkszeitung. Jg. 4. Nr. 8. Breslau (August) 1928. S. 188–190
;ed_ywf_nkb_rvb;ED;Ferdinand Gregorovius;;Costantino Maes;;München;Rom;high;1888-03-21;;;;;;;;Il Cracas. Diario di Roma. Hrsg. von Costantino Maes. Jg. 1887/1888. Nr. 45. Rom 25.–31.3.1888. S. 725–726
n;;UN;Ferdinand Gregorovius;;Mathilde von Humboldt;;München;Rom;high;1888-03-21;;;;;;H: Biblioteka Jagiellońska Krakau;PK, 1 S.;
n;ed_ewb_gnd_nvb;ED;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1888-03-24;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 329;1 Dbl., 8°, 3 S.;
n;;UN;Ferdinand Gregorovius;;Adolf Friedrich Graf von Schack;;Rom;München;high;1888-04-08;;;;;;H: GhStA Berlin, NL Waldemar Kampf, VI. HA, Karton 88, Mappe 11;BK, 2 S.;
;;UN;Ferdinand Gregorovius;;Vincenzo Bindi;;Rom;Capua;high;1888-04-11;;;;;;H: Città di Giulianova, Biblioteca Civica „Vincenzo Bindi“, Fondo Bindiano, X, 65;1 Bl., 8°, 2 S.;
;;UN;Ferdinand Gregorovius;;Vincenzo Bindi;;Rom;Capua;high;1888-04-17;;;;;;H: Città di Giulianova, Biblioteca Civica „Vincenzo Bindi“, Fondo Bindiano, X, 35;BK, 2 S.;
n;ed_vhz_4vd_nvb;ED;Ferdinand Gregorovius;;Adolf Friedrich Graf von Schack;;Rom;München;high;1888-05-01;;;;;;H: GhStA Berlin, NL Waldemar Kampf, VI. HA, Karton 88, Mappe 11;1 Dbl., 8°, 4 S.;
n;;UN;Ferdinand Gregorovius;;Hermann von Thile;;Rom;Berlin;high;1888-05-09;;;;;;H: GSA Weimar, 96/937, 106;1 Dbl., 8°, 4 S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 206–208 (gekürzt)
;ed_iwq_frb_rvb;ED;Ferdinand Gregorovius;;Vincenzo Bindi;;Rom;Capua;high;1888-05-11;;;;;;H: Città di Giulianova, Biblioteca Civica „Vincenzo Bindi“, Fondo Bindiano, X, 64;1 Dbl., 8°, 2 ¾ S. – von Gregorovius irrig datiert, 11.3.1888;
;;UN;Ferdinand Gregorovius;;Cesare Foucard;;Rom;Fiesole;high;1888-05-18;;;;;;H: Biblioteca Nazionale Centrale di Firenze, Fondo Foucard;PK, 1 S.;
n;ed_yvg_cfg_rvb;ED;Ferdinand Gregorovius;;Michele Amari;;Florenz;Pisa;high;1888-05-23;;;;;;H: Palermo, Biblioteca Centrale della Regione siciliana, Carteggio Amari, 3912;1 Dbl., 8°, 3 S.;
n;;UN;Ferdinand Gregorovius;;Mathilde von Humboldt;;Florenz;Rom;high;1888-05-23;;;;;;H: Biblioteka Jagiellońska Krakau;PK, 1 S.;
;;UN;Ferdinand Gregorovius;;Adolf Friedrich Graf von Schack;;München;München;high;1888-05-28;;;;;;H: GhStA Berlin, NL Waldemar Kampf, VI. HA, Karton 88, Mappe 11;BK, 2 S.;
n;;UN;Ferdinand Gregorovius;;Michele Amari;;München;Pisa;high;1888-06-03;;;;;;H: Palermo, Biblioteca Centrale della Regione siciliana, Carteggio Amari, 3910;PK, 1 S.;
n;ed_j3d_llj_nvb;ED;Ferdinand Gregorovius;;Gertrud Gräfin von Werthern-Beichlingen;Elisabeth Freifrau von Werthern-Beichlingen;München;Beichlingen;high;1888-06-03;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 20, Werthern, Gertrud von, 21;2 Dbl., 8°, 5 ¼ S.;
;ed_f42_pgg_mxb;ED;Ferdinand Gregorovius;;Eugène Müntz;;München;Paris;high;1888-06-07;;;;;;H: Bibliothèque nationale de France, Département des Manuscrits occidentaux, Correspondance d’Eugène Müntz, NAF 11295, XVIII Godillot–Guyard, 227–228;1 Dbl., 8°, 3 ½ S.;
;;UN;Ferdinand Gregorovius;;Eugène Müntz;;München;Paris;high;1888-06-12;;;;;;H: Bibliothèque nationale de France, Département des Manuscrits occidentaux, Correspondance d’Eugène Müntz, NAF 11295, XVIII Godillot–Guyard, 229;1 Bl., 8°, 2 S.;
;;UN;Ferdinand Gregorovius;;Giosuè Carducci;;München;Bologna;high;1888-06-13;;;;;;;;Ferdinand Gregorovius und seine Briefe an Gräfin Ersilia Caetani Lovatelli. Hrsg. von Sigmund Münz. Berlin 1896. S. 171 (in dt. Übersetzung zitiert im Brief von Gregorovius an Ersilia Caetani Lovatelli, 17.6.1888)
n;;UN;Ferdinand Gregorovius;;Contessa Ersilia Caetani Lovatelli;;München;Rom;high;1888-06-17;;;;;;;;Ferdinand Gregorovius und seine Briefe an Gräfin Ersilia Caetani Lovatelli. Hrsg. von Sigmund Münz. Berlin 1896. S. 169–171 (gekürzt)
n;ed_szt_rcs_nvb;ED;Ferdinand Gregorovius;;Carl Alexander Großherzog von Sachsen-Weimar-Eisenach;;München;Berlin;high;1888-06-23;;;;;;H: Landesarchiv Thüringen, Hauptstaatsarchiv Weimar, Großherzogliches Hausarchiv, Abt. XXVI, Nr. 319, Bl. 16;1 Dbl., 4°, 2 S.;
n;;UN;Ferdinand Gregorovius;;Hermann von Thile;;München;Berlin;high;1888-06-27;;;;;;H: GSA Weimar, 96/937, 107;1 Dbl., 8°, 2 ¼ S.;Briefe von Ferdinand Gregorovius an den Staatssekretär Hermann von Thile. Hrsg. von Herman von Petersdorff. Berlin 1894. S. 208–209 (gekürzt)
n;;UN;Hermann von Thile;;Ferdinand Gregorovius;;Berlin;München;high;1888-06-29;;;;;;;;Johannes Hönig: Staatsmann und Geschichtsschreiber. Altersbriefe des Staatssekretärs Hermann von Thile an Ferdinand Gregorovius. In: Die Kultur. Wissenschaftliche Beilage der Schlesischen Volkszeitung. Jg. 4. Nr. 8. Breslau (August) 1928. S. 190–192
n;;UN;Carl Alexander Großherzog von Sachsen-Weimar-Eisenach;;Ferdinand Gregorovius;;Schloß Dornburg;München;high;1888-06-30;;;;;;H: BSB München, NL Gregorovius, Gregoroviusiana 21, Sachsen-Weimar, Karl Alexander, 10;1 Dbl., 8°, 2 ½ S.;
n;;UN;Ferdinand Gregorovius;;Eduard Brockhaus;;München;Leipzig;high;1888-07-01;;;;;;H: Sächsisches Staatsarchiv Leipzig, Bestand 21083, Archivalnummer 224, 330;1 Dbl., 8°, 1 S.;
n;ed_sh3_xlq_kxb;ED;Ferdinand Gregorovius;;J. G. Cotta’sche Buchhandlung;;München;Stuttgart;high;1888-07-01;;;;;;H: DLA Marbach, Cotta-Archiv, Cotta-Briefe, 453;1 Dbl., 8°, 4 S.;
n;;UN;J. G. Cotta’sche Buchhandlung;;Ferdinand Gregorovius;;Stuttgart;München;high;1888-07-02;;;;;;h: DLA Marbach, Cotta-Archiv, Buchhändlercopirbuch 1888, S. 32;;
